Normal,Gorder,RCM,Rabbit,Grappolo,Slashburn,Random
129,402,882,1876,102,1333,1130
11,392,1085,38,151,1334,119
124,357,1020,380,948,1335,998
701,9,1143,10,109,1336,86
149,1,1233,22,219,1337,1616
592,1,1118,1386,1628,49,635
857,2,929,1147,137,98,2
873,3,710,8,288,187,835
202,4,1196,575,529,247,52
443,5,1147,1097,175,306,333
245,6,901,1200,177,318,1251
89,7,1217,706,39,370,1143
69,8,1044,101,128,397,1003
452,9,1059,9,82,446,1361
211,10,211,17,41,515,223
958,11,250,4,1819,561,1099
562,12,651,264,1869,562,113
378,13,30,122,181,563,865
843,14,964,1,10,626,371
1312,15,685,2,91,722,279
916,16,703,3,9,751,416
182,17,918,9,270,783,313
185,18,513,10,5,792,83
779,478,519,15,11,823,891
247,383,490,7,1,893,465
434,382,523,5,12,914,676
938,3,525,736,2,948,1192
911,1,648,2,1,977,437
672,2,144,3,4,1088,1316
1066,3,526,6,3,1104,1205
637,4,592,1346,10,1172,1207
1377,5,1366,1,10,1175,1355
1473,6,15,531,12,1177,1603
367,390,179,8,1,1185,991
1905,389,773,1365,1484,1315,812
582,6,1379,204,11,1316,33
1728,5,1380,4,2,1317,77
1677,1,577,14,1836,1318,143
304,775,1381,13,1747,1319,155
1678,771,1382,194,13,1320,1422
1679,742,407,811,12,1321,1701
1680,733,561,104,1651,1322,292
173,730,1125,1,2,1323,314
203,728,1383,15,15,1324,463
164,724,535,1,6,1325,1018
457,723,295,88,689,1326,769
699,722,84,8,1184,1327,530
753,721,62,75,7,7,279
754,720,64,87,132,238,59
209,719,67,140,673,439,378
1,718,72,60,1378,482,681
156,717,74,421,23,543,395
513,716,77,6,12,571,470
551,715,504,45,15,572,966
321,714,62,85,16,583,1174
733,713,1367,10,876,585,805
196,686,54,13,114,600,41
38,678,56,2,330,607,687
264,658,379,12,280,630,887
815,627,755,9,323,631,973
817,600,41,177,6,673,472
1084,565,60,4,33,678,31
155,547,1393,5,1608,718,374
327,531,674,537,83,774,971
1168,414,464,1094,2,807,613
1949,226,569,86,254,818,161
228,216,545,532,243,823,614
192,1,487,464,83,839,329
851,1,498,371,97,841,1131
399,2,675,17,1738,842,1175
277,3,189,695,134,870,1017
180,4,1285,14,302,1080,1402
109,5,147,84,148,1082,1305
20,6,140,74,64,1093,1550
435,7,60,44,415,1277,1665
203,8,1356,792,5,1301,1182
670,9,734,334,27,1302,2096
222,10,545,7,183,1303,2044
15,11,83,216,87,1304,2072
425,12,253,3,375,1305,2054
165,13,645,16,458,1306,87
864,14,404,11,95,1307,300
483,751,629,1070,10,1308,1410
89,750,564,812,72,1309,672
283,747,117,8,504,1310,1668
953,746,161,1,439,1311,1790
22,745,1078,6,245,1312,1937
137,742,342,933,999,1313,500
386,738,41,3,662,143,739
662,726,1219,5,86,167,1348
372,723,1241,2,579,183,142
1204,701,1358,440,116,201,1660
132,683,114,30,331,202,464
1870,680,1024,4,124,205,130
1683,679,608,10,82,296,823
1871,678,191,6,201,303,1525
828,676,326,3,63,425,1726
122,675,239,4,72,433,332
36,669,1359,1,23,435,580
89,634,547,7,74,436,617
7,629,690,773,125,597,462
210,564,128,2,1026,623,1075
227,459,1109,1921,1073,767,630
301,392,219,5,181,768,843
61,391,526,12,60,833,571
372,390,1361,31,438,905,1112
522,366,154,5,31,907,823
38,365,697,7,604,983,370
183,361,389,1193,359,998,588
535,357,816,3,456,999,580
551,356,368,2,107,1114,179
684,183,543,8,128,1117,84
321,15,366,1,781,1195,452
476,1,1022,4,406,1201,396
758,1,551,28,28,1213,885
374,2,434,463,329,1224,578
55,3,401,57,790,1286,1136
210,4,113,1026,139,1288,891
48,5,812,1016,269,1289,354
232,6,1364,76,736,1290,70
1896,7,533,51,211,1291,1477
1,8,295,30,144,1292,485
440,9,646,75,354,1293,944
1,10,582,26,312,1294,578
248,11,451,1035,377,1295,703
349,1331,334,129,464,1296,1152
376,1332,186,836,223,1297,108
352,1333,42,102,785,1298,475
414,684,76,224,204,1299,1220
1,571,322,130,99,13,121
205,477,469,750,94,71,871
588,380,500,4,266,79,870
38,379,1367,77,97,122,255
61,375,32,55,824,142,6
148,5,480,409,322,294,1226
155,1,740,902,92,586,268
224,2,78,1008,135,607,597
37,3,255,42,142,608,237
218,4,31,85,665,629,1134
267,5,568,135,437,656,242
526,6,125,16,66,728,891
205,7,818,59,498,766,731
113,661,243,38,610,781,1212
275,1,111,45,511,790,1066
610,661,1100,10,15,811,225
627,83,431,1027,666,814,1099
590,76,31,84,420,837,1277
220,2,311,15,6,839,131
24,1,900,5,88,856,317
841,2,252,1,942,869,597
818,3,1370,87,492,890,214
287,4,1248,29,1005,915,1412
262,5,987,579,489,941,708
25,6,490,829,318,961,474
969,7,138,902,889,970,380
996,8,1373,86,474,1064,653
250,9,496,127,416,1080,789
1001,10,713,23,159,1085,16
1023,727,340,165,33,1086,298
1026,722,139,21,820,1091,480
948,656,227,128,765,1275,715
94,568,106,12,179,1276,1247
338,1,536,25,301,1277,668
797,2,260,80,169,1278,762
645,3,772,22,482,1279,35
587,4,484,20,624,1280,561
1070,5,1,292,14,1281,1429
1075,6,38,783,3,1282,858
207,7,527,98,2,1283,702
78,8,417,17,35,1284,614
1093,10,286,24,134,68,449
288,11,416,132,87,70,24
1106,12,490,784,9,97,478
826,13,494,490,38,157,1369
652,14,423,74,147,230,623
1114,15,68,13,26,243,672
501,16,473,8,849,248,949
1131,551,785,82,41,336,111
1029,486,1469,6,883,366,722
164,362,427,19,5,369,1445
1158,357,432,41,22,411,125
1181,108,1040,2,646,424,872
1185,7,459,67,24,442,599
1186,1,798,11,1,444,548
620,1,751,14,5,448,1147
1203,2,672,9,13,482,328
16,3,1065,116,488,486,460
1214,4,254,7,10,490,303
754,839,1273,3,535,519,1181
149,784,772,18,23,558,849
530,780,637,10,161,561,440
729,779,1264,115,1072,782,684
188,778,196,73,1241,860,666
1240,777,1242,20,67,1007,306
849,776,439,302,360,1012,667
664,775,1248,371,150,1013,265
1246,774,246,21,139,1015,264
20,773,1157,106,1308,1084,861
438,772,1252,776,1415,1136,541
1254,771,1255,8,1167,1168,429
1148,770,1259,23,125,1230,75
248,769,64,98,216,1264,67
778,768,1261,29,1676,1265,1229
827,767,287,193,1668,1266,183
626,766,1265,1616,177,1267,666
1274,765,22,154,10,1268,962
1170,763,1269,27,65,1269,694
761,762,968,138,63,1270,1227
1111,722,259,574,186,1271,535
202,721,1272,109,1723,1272,1045
1299,720,1274,295,1687,1273,52
1311,719,158,198,445,150,1093
1145,718,1277,155,1658,180,193
1319,717,1279,41,1507,238,215
1331,660,107,139,310,300,1037
118,649,754,47,87,356,3
1341,456,108,1,418,492,430
1169,32,532,465,272,498,343
1350,4,789,871,338,510,644
899,1,621,805,202,554,223
290,2,267,10,9,562,282
1384,3,340,1055,264,594,1386
1392,4,1016,581,243,665,719
1402,5,1292,3,114,736,886
811,6,155,156,210,758,413
1817,7,931,331,1358,773,1381
1818,8,1294,99,327,865,580
983,9,937,12,4,980,980
1819,621,663,7,271,992,1031
1,443,232,58,146,994,879
50,313,275,83,1620,995,939
74,308,899,72,253,997,285
49,9,1298,777,284,1192,60
268,10,1301,266,282,1193,782
874,11,550,966,20,1223,1382
1,12,1302,6,261,1246,515
446,13,835,265,1249,1247,312
1,733,53,11,1301,1248,880
187,730,435,133,300,1249,712
77,635,353,81,39,1250,12
198,9,218,399,28,1251,404
106,5,712,31,48,1252,814
338,867,436,16,60,1253,321
346,745,453,152,249,1254,1361
409,713,1218,9,123,1255,1584
482,513,631,5,2,1256,307
390,469,167,2,26,1257,1719
495,468,155,324,10,1258,1232
287,411,697,4,355,1259,532
22,329,654,660,813,1260,1277
716,287,475,138,493,1261,1642
772,261,361,619,201,1262,1460
247,5,687,186,73,19,1433
454,1,388,192,509,76,232
344,729,249,184,68,357,314
824,7,80,68,910,443,1128
403,1,887,103,566,465,853
546,1,1461,648,430,471,185
213,1,632,198,280,512,282
775,1,1462,3,268,513,620
900,896,215,59,734,517,978
786,874,71,109,160,518,1382
373,873,243,91,573,521,78
966,841,137,137,646,522,1634
336,788,1463,200,303,553,997
1005,737,78,174,268,578,108
1006,736,286,1094,77,579,1632
415,647,261,167,629,581,600
783,253,994,7,393,582,1311
668,252,891,141,629,584,29
946,1,1464,20,47,644,729
1045,1,948,103,64,645,679
533,2,243,1438,35,777,294
619,3,473,18,377,810,20
689,4,1219,9,53,835,190
1773,5,61,723,1,1227,619
933,6,508,435,3,1228,981
69,7,666,10,45,1229,105
43,8,683,898,218,1230,318
653,9,479,696,623,1231,397
417,10,445,1,54,1232,856
550,731,484,5,62,1233,888
341,729,1143,19,944,1234,830
824,505,1194,18,840,1235,499
450,44,1157,24,547,1236,175
841,11,725,50,616,1237,1700
940,1,677,1289,324,1238,1741
866,1,872,740,581,1239,812
309,2,397,731,49,1240,1071
682,3,837,3,584,1241,1745
914,913,796,300,265,1242,1778
102,899,1303,4,471,1243,330
294,896,1329,338,240,1244,1288
342,894,471,6,400,72,1125
927,745,1309,43,10,103,233
145,594,990,49,741,178,182
1060,210,1338,22,12,200,124
543,2,680,2,180,298,342
230,1,925,8,491,354,214
1654,916,1199,194,143,428,928
217,915,1358,31,412,431,1310
266,914,895,1009,135,488,794
227,913,1092,105,829,508,54
443,911,643,228,285,531,551
280,894,1168,73,450,560,793
50,889,1263,263,502,592,91
432,871,1136,151,731,676,877
288,870,1283,506,964,764,838
2,868,1291,87,486,771,48
816,866,890,872,37,781,1095
1,865,865,94,496,796,219
69,861,879,140,1161,818,1033
137,860,683,46,5,860,1117
208,859,899,9,864,863,1192
1652,858,547,163,527,978,1243
1625,854,1450,58,1,990,385
1,853,20,96,6,992,884
181,851,1114,100,2,993,1273
48,849,1451,371,3,995,99
458,847,1452,304,4,997,882
1,846,273,8,1326,1138,1207
6,845,683,19,62,1190,1141
389,843,684,682,88,1191,1384
810,842,1040,39,51,1197,804
613,841,451,1,50,1208,1397
436,839,1318,19,1284,1210,1128
1040,836,504,56,1937,1219,772
529,832,57,99,484,1220,961
1099,831,375,237,60,1221,440
262,830,59,195,877,1222,627
177,829,1385,68,400,1223,433
44,828,9,285,350,1224,225
243,825,1729,146,2,1225,236
447,823,1730,20,92,4,859
89,821,1731,439,31,9,422
216,820,1732,69,5,13,1082
593,815,1696,9,346,20,409
341,813,1733,947,95,32,158
696,811,329,14,250,33,702
120,808,240,448,14,40,810
16,807,634,154,12,177,854
685,804,1734,21,33,192,699
190,796,1563,43,178,335,718
793,794,1735,124,177,365,672
769,793,1736,54,23,558,346
385,791,951,612,41,566,268
837,790,959,24,7,624,511
174,789,803,25,137,782,629
964,788,15,846,21,784,679
305,787,53,126,72,785,690
248,786,150,216,524,786,285
624,785,20,7,1726,787,1039
449,781,50,152,262,788,386
981,780,1283,11,11,789,1014
739,779,78,122,1231,794,857
599,777,40,117,135,800,683
927,776,14,674,413,809,943
222,775,1288,217,117,839,373
381,774,775,137,265,840,1106
438,773,153,184,39,843,513
412,769,105,1487,273,844,735
196,765,1292,30,261,845,181
234,755,99,16,280,847,658
362,747,14,828,294,935,996
45,743,478,357,303,937,897
1076,734,1296,18,79,956,407
316,731,1300,40,1272,1009,1085
428,728,1304,148,74,1169,441
319,727,1306,112,14,1179,1012
1104,726,3,896,362,1214,290
1009,725,232,11,1301,1215,228
1117,714,89,1124,1621,1216,223
1126,711,1212,198,458,1217,478
783,708,1280,696,768,7,829
582,704,222,74,1269,17,191
1142,701,212,291,886,53,1110
57,678,171,15,407,61,507
112,671,269,2,470,89,169
484,670,1258,1270,414,101,324
49,664,105,4,90,238,941
110,656,163,5,375,239,412
1165,653,484,298,113,299,904
1136,649,485,10,9,406,913
187,647,487,603,12,412,887
581,644,489,13,1,413,136
968,623,491,67,173,437,1069
194,597,493,29,120,514,341
1219,596,495,23,21,557,1011
52,592,218,3,160,558,99
1223,577,422,6,35,617,93
1003,562,499,47,10,713,890
168,548,500,12,4,769,1002
1237,541,503,22,100,777,60
1238,539,479,489,163,816,848
1066,531,135,17,44,818,500
310,523,505,1110,43,905,1084
701,521,195,18,119,990,1100
1058,508,259,1365,8,1013,410
1266,498,6,187,15,1133,209
236,491,100,962,401,1135,506
122,490,278,636,11,1136,831
862,489,307,1613,415,1203,653
1294,485,117,984,227,1204,881
1212,484,114,5,222,1205,110
1306,483,1,1459,14,1206,611
1307,482,27,19,8,1207,329
1323,481,38,99,1,1208,480
1030,480,1817,40,75,1209,468
1330,478,627,7,101,1210,1164
529,477,681,511,1,1211,326
790,476,1054,74,8,1212,630
1343,468,682,1,66,65,676
1359,467,1290,10,53,81,1111
1365,466,1148,1615,65,84,700
871,465,1262,331,39,176,193
530,464,1450,704,3,197,2
1395,462,1429,3,593,295,784
1013,461,1464,112,1455,425,532
557,460,1400,895,1049,426,1112
799,458,75,745,1219,428,599
1425,455,273,1128,639,495,654
1102,454,254,11,357,586,530
1429,453,244,699,277,589,222
1438,452,66,82,1664,630,208
1848,451,787,20,435,860,545
1849,449,88,33,426,929,600
1752,445,1227,4,384,936,287
1850,406,308,545,401,987,902
852,405,259,194,224,989,906
1678,390,1025,86,771,990,389
1851,389,353,2,99,991,469
1852,385,592,1,28,992,227
551,380,402,57,1584,994,77
591,337,193,6,413,1039,361
1853,303,452,737,3,1187,393
1,300,1235,17,188,1188,554
76,299,692,317,229,1189,1117
108,298,263,9,1346,1190,1081
176,297,938,3,237,1191,351
210,296,1241,78,266,1192,344
69,294,972,5,272,1193,490
318,289,634,8,161,1194,488
326,280,676,1035,92,1195,552
19,270,410,56,373,1196,71
389,266,216,78,132,1197,775
325,214,270,3,1760,1198,979
765,194,389,1,348,1199,1
953,192,1249,25,358,1200,788
1,148,640,2,1943,1201,453
211,116,1250,10,156,119,614
6,103,1258,3,385,235,685
456,101,384,3,4,236,1215
91,100,1266,1,411,286,1548
1,98,496,928,1950,335,668
52,96,985,2,149,359,1394
159,95,1269,4,419,404,676
633,90,942,1277,349,431,291
738,85,822,14,10,432,1117
1,84,756,2160,276,435,441
3,83,736,367,51,476,1465
163,82,1275,2,95,477,75
395,81,1112,2,104,483,704
1,80,979,7,107,674,526
328,79,289,4,83,684,417
425,78,1281,6,142,774,254
539,11,1283,5,160,820,475
584,18,449,3,303,850,556
226,39,551,8,395,903,152
1645,59,406,5,263,1006,999
231,177,594,1,194,1077,1509
112,188,90,7,681,1091,104
113,368,644,2,168,1161,1722
227,396,1288,5,202,1166,591
289,398,28,2,1597,1167,271
1,416,484,8,577,1174,189
269,437,1293,1,214,1175,88
338,446,748,6,30,1176,334
1,447,97,12,440,1177,23
178,448,349,1058,345,1178,83
384,449,1027,9,1301,1179,881
830,450,1295,175,97,1180,295
504,452,475,3,1052,1181,231
917,453,727,4,783,1182,221
413,454,725,51,315,1183,1096
556,455,623,133,416,1184,1349
1062,456,290,19,1257,1185,1644
366,457,1296,14,294,14,1230
318,459,1297,10,310,30,901
114,460,359,6,724,52,28
566,464,1298,1,321,118,1585
190,475,1299,18,341,136,13
330,481,1300,1070,360,229,536
762,483,848,3,1612,232,513
419,485,1301,15,371,358,58
116,501,312,17,77,403,1414
640,503,922,20,9,409,150
1168,517,1302,2,427,436,59
698,528,1303,16,434,439,1033
1227,553,1304,4,6,474,373
1236,556,227,7,398,549,933
684,557,1310,395,259,553,193
261,565,1316,5,262,614,256
490,571,871,42,558,650,135
813,573,1319,324,264,739,684
14,609,107,2,516,864,332
1144,611,1227,1233,143,881,303
1762,612,944,569,531,902,761
1,633,332,35,180,903,878
662,648,469,44,366,953,309
122,649,232,623,1,1019,38
32,650,1018,824,29,1160,21
471,652,990,54,57,1162,485
777,653,234,970,690,1163,380
131,654,786,4,28,1164,54
502,692,238,30,101,1165,26
564,711,446,901,566,1166,1328
253,729,786,1,28,1167,920
1174,740,1331,575,86,1168,235
1123,750,1,2102,1,1169,1424
646,751,1,65,2,1170,1261
99,752,216,71,179,1171,198
1285,756,165,898,572,1172,515
696,760,219,570,27,54,776
1296,763,761,43,1280,162,1208
1138,794,63,16,1212,177,194
21,796,260,1756,192,267,206
369,799,764,558,87,292,1246
689,801,18,1919,1241,305,688
855,804,454,622,1235,321,1077
1384,809,767,865,1193,475,1389
331,810,769,763,158,543,430
1271,811,773,10,69,727,451
811,814,774,847,1135,742,427
306,815,779,860,1,751,153
790,817,784,1415,16,826,720
783,834,170,755,103,910,131
178,844,786,2012,167,950,1463
1431,845,788,8,214,1011,717
345,860,6,14,125,1141,172
112,863,794,470,130,1142,229
1035,865,538,1853,203,1143,250
828,866,799,1344,765,1144,552
153,869,648,5,204,1145,613
174,870,526,3,202,1146,543
13,872,307,7,1393,1147,514
968,874,58,471,33,1148,98
143,875,803,6,1127,1149,409
921,876,806,1310,58,1150,319
942,878,809,1716,77,1151,217
250,882,814,1579,135,1152,1180
1,891,324,557,99,1153,917
18,893,610,12,101,1154,89
54,895,816,608,89,1155,710
49,897,700,11,174,1156,60
397,900,329,585,68,1157,527
823,904,537,823,60,1158,494
1,907,419,13,147,53,169
826,926,824,26,1110,147,122
145,936,478,607,37,192,45
11,945,116,9,85,230,272
294,946,243,620,79,234,378
483,950,827,1210,52,320,569
484,951,834,952,53,333,1126
585,955,38,1,454,406,850
251,956,108,1,14,447,88
1,962,70,2,671,547,577
1790,963,122,3,1300,549,649
147,970,25,198,826,570,98
77,971,205,105,1148,589,1063
9,974,1729,855,26,705,129
219,976,481,812,41,870,294
1605,981,1730,263,1023,929,624
305,982,125,8,921,997,1009
69,987,489,1,29,1113,624
254,990,1191,5,366,1125,549
346,995,306,2,96,1126,766
1796,1005,119,16,6,1127,1181
144,1014,1731,3,42,1128,684
507,1015,1732,292,9,1129,831
1256,1024,408,525,15,1130,871
1,1025,379,904,598,1131,6
144,1028,485,704,746,1132,1284
306,1029,54,917,1116,1133,1001
1,1030,1041,6,30,1134,933
53,1031,455,978,714,1135,723
241,1034,31,123,73,1136,749
284,1035,49,4,400,1137,1039
527,1036,376,435,280,1138,193
702,1042,18,2,98,1139,1989
1605,1043,335,449,92,10,595
1577,1052,1471,1,1542,160,1800
1606,1053,65,468,1553,188,683
1,1054,69,5,59,189,519
225,1055,627,1239,155,209,347
250,1057,617,15,491,319,527
333,1063,174,4,583,448,669
250,1064,88,557,101,456,271
190,1065,60,1,549,462,202
298,1066,761,23,2,488,586
351,1089,468,8,515,496,16
157,1100,275,170,653,503,1491
703,1116,804,468,361,504,583
278,1121,344,826,179,541,1483
410,1159,905,1104,109,621,1260
825,1181,187,1589,652,635,1074
42,1215,1,813,99,755,908
324,1218,1104,175,1,892,266
894,1234,349,912,177,924,1938
5,1258,35,153,458,1035,362
495,1291,38,259,1,1095,357
922,1294,40,156,40,1099,1815
461,1300,42,3,68,1100,1232
940,1308,45,657,942,1101,240
39,1,47,14,90,1102,1436
211,2,49,694,477,1103,248
1014,1,51,787,1,1104,817
787,2,29,223,1558,1105,186
879,1,1451,16,359,1106,308
628,2,1682,616,105,1107,31
277,910,1694,161,1110,1108,480
742,786,1418,6,167,1109,974
81,728,90,11,767,1110,1032
86,304,375,4,44,14,1416
220,299,1263,8,1,71,311
339,2,652,977,1557,81,1016
16,1,1044,7,191,111,171
1214,2,970,158,1249,162,333
225,3,1231,385,271,164,1183
88,4,512,17,145,172,153
349,5,1332,306,455,176,800
438,6,235,2,28,183,1572
815,1,755,444,1,230,929
221,2,760,1,4,255,1789
113,3,79,7,97,260,1284
170,4,948,7,404,261,1474
32,850,953,524,254,279,342
45,849,958,22,37,363,973
84,847,133,307,101,427,1875
232,846,965,6,207,471,50
346,845,246,9,227,472,94
678,844,381,2,1943,478,454
100,843,90,24,376,620,63
722,842,967,366,2030,689,1470
772,841,412,122,323,733,510
888,838,630,1141,937,735,921
172,835,239,1612,29,1073,1678
205,833,292,475,1207,1086,356
1278,821,975,146,173,1087,22
1408,814,987,500,99,1088,249
854,773,487,194,2091,1089,957
327,759,175,193,1004,1090,864
1414,728,1001,345,275,1091,1821
617,704,355,303,49,1092,982
1033,359,725,49,122,1093,1151
536,3,265,879,1296,230,138
248,1,38,266,1780,378,205
546,2,1007,1,245,545,98
1120,3,656,121,200,569,1036
158,4,789,1557,385,572,1570
471,5,769,9,400,584,73
1222,711,347,156,128,589,763
966,142,745,1,1219,596,972
115,7,247,28,459,657,865
965,1,1013,150,224,697,140
950,1,651,406,773,807,1328
615,2,1017,381,39,825,107
829,240,299,147,240,842,1723
232,734,361,295,674,967,707
11,2,1023,5,5,1050,109
759,1,229,8,348,1063,1610
1100,2,1027,1103,721,1071,1047
307,3,729,3,733,1072,1082
380,714,85,900,868,1073,1749
1017,639,539,4,534,1074,980
32,3,952,1,317,1075,1931
957,453,614,2,104,1076,1106
1494,202,1033,1,67,1077,1788
694,68,1039,22,11,1078,1754
6,6,202,3,368,1079,1819
